,Name,Dates,Age,Location,Team,Opponent,Game Result,Started,Minutes Played,FG,FGA,FG3,FG3A,FG3Pct,FreeThrows,Free Throw Attempts,Free Throw Percent,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus Minus
294,Jonas Valanciunas,2016-02-02,23-272,away,TOR,PHO,W (+7),1,19:02,5,8,0,0,0.0,4,5,.800,3,3,6,0,0,0,0,2,14,12.2,-10
295,Jonas Valanciunas,2016-02-04,23-274,away,TOR,POR,W (+7),1,24:44,5,10,0,0,0.0,4,4,1.000,6,5,11,0,0,2,1,2,14,14.3,0
296,Jonas Valanciunas,2016-02-08,23-278,away,TOR,DET,W (+14),1,25:22,7,9,0,0,0.0,1,2,.500,0,8,8,3,3,1,1,3,15,17.1,+13
297,Jonas Valanciunas,2016-02-10,23-280,away,TOR,MIN,L (-5),1,24:16,4,4,0,0,0.0,4,4,1.000,2,5,7,2,1,1,2,3,12,13.6,-10
298,Jonas Valanciunas,2016-02-19,23-289,away,TOR,CHI,L (-10),1,32:30,9,14,0,0,0.0,7,8,.875,6,6,12,1,0,1,2,4,25,22.2,+2
299,Jonas Valanciunas,2016-02-21,23-291,home,TOR,MEM,W (+13),1,31:17,4,7,0,0,0.0,2,2,1.000,3,9,12,1,1,1,1,2,10,12.1,+1
300,Jonas Valanciunas,2016-02-22,23-292,away,TOR,NYK,W (+27),1,25:18,9,14,0,0,0.0,2,2,1.000,1,5,6,0,0,3,2,1,20,15.7,+14
301,Jonas Valanciunas,2016-02-24,23-294,home,TOR,MIN,W (+9),1,19:00,6,11,0,0,0.0,2,2,1.000,4,3,7,1,0,0,2,5,14,9.1,-14
302,Jonas Valanciunas,2016-02-26,23-296,home,TOR,CLE,W (+2),1,28:24,4,5,0,0,0.0,3,4,.750,4,5,9,0,1,0,2,3,11,10.8,+4
303,Jonas Valanciunas,2016-02-28,23-298,away,TOR,DET,L (-13),1,20:30,5,6,0,0,0.0,1,1,1.000,1,4,5,0,1,0,0,4,11,10.1,-27
304,Jonas Valanciunas,2016-03-02,23-301,home,TOR,UTA,W (+10),1,25:15,4,8,0,0,0.0,2,2,1.000,2,6,8,0,0,1,0,3,10,8.7,+6
305,Jonas Valanciunas,2016-03-04,23-303,home,TOR,POR,W (+2),1,26:38,7,8,0,0,0.0,3,6,.500,4,6,10,1,0,1,1,3,17,16.8,+18
306,Jonas Valanciunas,2016-03-06,23-305,home,TOR,HOU,L (-6),1,28:12,5,9,0,0,0.0,2,2,1.000,2,8,10,0,0,3,1,3,12,11.4,-6
307,Jonas Valanciunas,2016-03-08,23-307,home,TOR,BRK,W (+5),1,21:27,4,8,0,0,0.0,2,2,1.000,1,2,3,2,0,0,0,2,10,7.9,-3
308,Jonas Valanciunas,2016-03-10,23-309,home,TOR,ATL,W (+8),1,23:41,3,5,0,0,0.0,4,6,.667,4,6,10,0,0,0,1,3,10,9.3,+1
309,Jonas Valanciunas,2016-03-12,23-311,home,TOR,MIA,W (+8),1,32:25,7,11,0,0,0.0,6,6,1.000,2,8,10,1,0,1,1,3,20,18.1,+5
310,Jonas Valanciunas,2016-03-14,23-313,home,TOR,CHI,L (-2),1,9:35,3,3,0,0,0.0,2,2,1.000,1,1,2,0,0,1,1,0,8,7.8,-2
311,Jonas Valanciunas,2016-03-15,23-314,away,TOR,MIL,W (+18),dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
312,Jonas Valanciunas,2016-03-17,23-316,away,TOR,IND,W (+7),dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
313,Jonas Valanciunas,2016-03-18,23-317,home,TOR,BOS,W (+14),dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
314,Jonas Valanciunas,2016-03-20,23-319,home,TOR,ORL,W (+5),dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
315,Jonas Valanciunas,2016-03-23,23-322,away,TOR,BOS,L (-12),1,20:42,5,10,0,0,0.0,0,1,.000,3,4,7,0,1,2,2,1,10,7.9,0
316,Jonas Valanciunas,2016-03-25,23-324,away,TOR,HOU,L (-3),1,29:51,6,15,0,0,0.0,4,6,.667,8,10,18,2,2,1,0,6,16,17.4,-6
317,Jonas Valanciunas,2016-03-26,23-325,away,TOR,NOP,W (+24),1,26:27,5,8,0,0,0.0,0,0,0.0,1,8,9,1,0,5,1,1,10,12.3,+27
318,Jonas Valanciunas,2016-03-28,23-327,home,TOR,OKC,L (-19),1,26:30,5,13,0,0,0.0,0,0,0.0,3,7,10,0,0,0,0,2,10,6.3,-19
319,Jonas Valanciunas,2016-03-30,23-329,home,TOR,ATL,W (+8),1,30:58,9,13,0,0,0.0,1,2,.500,1,8,9,0,1,1,3,6,19,12.5,+11
320,Jonas Valanciunas,2016-04-01,23-331,away,TOR,MEM,W (+4),1,36:03,1,5,0,0,0.0,9,10,.900,4,10,14,0,3,7,0,2,11,20.4,+18
321,Jonas Valanciunas,2016-04-02,23-332,away,TOR,SAS,L (-7),1,28:43,8,11,0,0,0.0,0,0,0.0,2,4,6,0,0,2,2,2,16,12.7,-8
322,Jonas Valanciunas,2016-04-05,23-335,home,TOR,CHO,W (+6),1,28:23,5,8,0,0,0.0,2,3,.667,2,10,12,0,0,3,3,3,12,10.3,+15
323,Jonas Valanciunas,2016-04-07,23-337,away,TOR,ATL,L (-8),1,21:26,3,6,0,0,0.0,7,8,.875,3,5,8,0,0,1,0,1,13,13.5,-11
324,Jonas Valanciunas,2016-04-08,23-338,home,TOR,IND,W (+13),1,21:23,5,7,0,0,0.0,0,0,0.0,0,4,4,0,0,1,4,3,10,3.8,+4
325,Jonas Valanciunas,2016-04-10,23-340,away,TOR,NYK,W (+4),1,27:51,6,11,0,0,0.0,2,5,.400,2,5,7,2,0,3,1,3,14,11.7,+6
326,Jonas Valanciunas,2016-04-12,23-342,home,TOR,PHI,W (+24),1,17:10,8,16,0,0,0.0,1,1,1.000,6,5,11,0,0,1,1,3,17,13.2,+14
327,Jonas Valanciunas,2016-04-13,23-343,away,TOR,BRK,W (+7),dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
328,Jonas Valanciunas,2016-10-26,24-173,home,TOR,DET,W (+18),1,35:13,10,15,0,0,0.0,12,14,.857,6,5,11,1,0,0,1,4,32,28.5,+22
329,Jonas Valanciunas,2016-10-28,24-175,home,TOR,CLE,L (-3),1,31:00,5,15,0,0,0.0,0,0,0.0,6,11,17,0,0,1,3,2,10,5.9,-11
330,Jonas Valanciunas,2016-10-31,24-178,home,TOR,DEN,W (+3),1,30:36,6,12,0,0,0.0,0,0,0.0,3,6,9,1,0,1,2,4,12,7.7,+6
331,Jonas Valanciunas,2016-11-02,24-180,away,TOR,WAS,W (+10),1,30:37,4,6,0,0,0.0,2,2,1.000,0,7,7,3,0,0,1,5,10,8.6,+1
332,Jonas Valanciunas,2016-11-04,24-182,home,TOR,MIA,W (+9),1,27:56,1,2,0,0,0.0,3,4,.750,2,9,11,0,1,2,2,3,5,6.9,+3
333,Jonas Valanciunas,2016-11-06,24-184,home,TOR,SAC,L (-5),dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
334,Jonas Valanciunas,2016-11-09,24-187,away,TOR,OKC,W (+10),dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
335,Jonas Valanciunas,2016-11-11,24-189,away,TOR,CHO,W (+2),1,20:37,5,8,0,0,0.0,2,2,1.000,2,6,8,0,2,1,0,2,12,13.5,-8
336,Jonas Valanciunas,2016-11-12,24-190,home,TOR,NYK,W (+11),1,22:23,4,8,0,0,0.0,5,6,.833,2,6,8,0,1,1,3,2,13,9.7,+3
337,Jonas Valanciunas,2016-11-15,24-193,away,TOR,CLE,L (-4),1,34:29,5,9,0,0,0.0,4,4,1.000,3,6,9,2,0,0,2,1,14,12.6,-4
338,Jonas Valanciunas,2016-11-16,24-194,home,TOR,GSW,L (-6),1,18:19,6,6,0,0,0.0,0,0,0.0,3,5,8,0,0,0,1,1,12,12.4,-4
339,Jonas Valanciunas,2016-11-18,24-196,away,TOR,DEN,W (+2),1,37:08,6,9,0,0,0.0,3,7,.429,2,7,9,1,0,1,0,4,15,12.8,+4
340,Jonas Valanciunas,2016-11-20,24-198,away,TOR,SAC,L (-3),1,37:08,9,18,0,0,0.0,5,6,.833,7,6,13,2,0,2,1,2,23,21.3,-12
341,Jonas Valanciunas,2016-11-21,24-199,away,TOR,LAC,L (-8),1,29:28,5,8,0,0,0.0,5,5,1.000,2,6,8,1,0,1,0,4,15,14.4,-3
342,Jonas Valanciunas,2016-11-23,24-201,away,TOR,HOU,W (+13),1,30:37,6,10,0,0,0.0,3,4,.750,5,11,16,2,0,1,5,2,15,13.1,+17
343,Jonas Valanciunas,2016-11-25,24-203,away,TOR,MIL,W (+6),1,31:24,6,11,0,0,0.0,0,0,0.0,3,4,7,0,0,0,1,3,12,7.8,+5
344,Jonas Valanciunas,2016-11-28,24-206,home,TOR,PHI,W (+27),1,22:05,6,12,0,0,0.0,0,0,0.0,3,8,11,0,1,2,1,1,12,11.5,+15
345,Jonas Valanciunas,2016-11-30,24-208,home,TOR,MEM,W (+15),1,22:52,3,6,0,0,0.0,0,0,0.0,1,3,4,0,1,1,4,2,6,1.5,-4
346,Jonas Valanciunas,2016-12-02,24-210,home,TOR,LAL,W (+33),1,24:13,2,4,0,0,0.0,2,2,1.000,1,6,7,1,0,1,0,3,6,6.7,+13
347,Jonas Valanciunas,2016-12-03,24-211,home,TOR,ATL,W (+44),1,20:54,1,4,0,0,0.0,0,0,0.0,3,2,5,1,2,0,3,2,2,1.2,+13
348,Jonas Valanciunas,2016-12-05,24-213,home,TOR,CLE,L (-4),1,25:21,1,8,0,0,0.0,2,2,1.000,3,7,10,1,0,0,0,1,4,3.3,-16
349,Jonas Valanciunas,2016-12-08,24-216,home,TOR,MIN,W (+14),1,28:42,9,15,0,0,0.0,2,2,1.000,6,4,10,1,0,1,1,5,20,16.9,+5
350,Jonas Valanciunas,2016-12-09,24-217,away,TOR,BOS,W (+7),1,24:05,3,7,0,0,0.0,0,0,0.0,2,8,10,0,0,0,2,2,6,3.3,-2
351,Jonas Valanciunas,2016-12-12,24-220,home,TOR,MIL,W (+22),1,23:03,4,9,0,0,0.0,3,4,.750,4,8,12,1,0,0,1,3,11,9.6,0
352,Jonas Valanciunas,2016-12-14,24-222,away,TOR,PHI,W (+9),1,34:27,6,11,0,0,0.0,5,5,1.000,4,6,10,1,2,1,3,4,17,15.1,+2
353,Jonas Valanciunas,2016-12-16,24-224,home,TOR,ATL,L (-4),1,25:53,5,5,0,0,0.0,1,2,.500,1,5,6,2,2,0,3,4,11,10.1,+3
354,Jonas Valanciunas,2016-12-18,24-226,away,TOR,ORL,W (+30),1,25:59,8,15,0,0,0.0,0,0,0.0,6,7,13,0,0,1,0,1,16,15.3,+13
355,Jonas Valanciunas,2016-12-20,24-228,home,TOR,BRK,W (+12),1,22:02,3,8,0,0,0.0,4,4,1.000,3,11,14,0,0,1,0,1,10,11.3,+17
356,Jonas Valanciunas,2016-12-23,24-231,away,TOR,UTA,W (+6),1,16:18,5,5,0,0,0.0,4,6,.667,0,7,7,0,1,1,0,4,14,13.9,+8
357,Jonas Valanciunas,2016-12-26,24-234,away,TOR,POR,W (+4),1,27:02,5,13,0,0,0.0,2,2,1.000,3,10,13,1,1,1,0,2,12,11.6,-1
358,Jonas Valanciunas,2016-12-28,24-236,away,TOR,GSW,L (-10),1,21:23,2,5,0,0,0.0,3,3,1.000,2,3,5,0,0,1,0,3,7,6.1,-13
359,Jonas Valanciunas,2016-12-29,24-237,away,TOR,PHO,L (-8),1,19:10,2,4,0,0,0.0,4,4,1.000,3,7,10,0,1,0,3,3,8,7.0,-9
360,Jonas Valanciunas,2017-01-01,24-240,away,TOR,LAL,W (+9),1,30:48,6,7,0,0,0.0,2,2,1.000,1,8,9,0,2,0,3,3,14,12.4,+1
361,Jonas Valanciunas,2017-01-03,24-242,away,TOR,SAS,L (-28),1,22:26,1,5,0,0,0.0,0,0,0.0,1,5,6,0,0,0,1,2,2,-0.7,-20
362,Jonas Valanciunas,2017-01-05,24-244,home,TOR,UTA,W (+8),1,30:45,7,11,0,0,0.0,4,4,1.000,8,5,13,0,0,0,0,3,18,19.0,+7
363,Jonas Valanciunas,2017-01-07,24-246,away,TOR,CHI,L (-5),1,32:53,7,11,0,0,0.0,0,0,0.0,1,6,7,0,0,2,1,5,14,10.0,0
364,Jonas Valanciunas,2017-01-08,24-247,home,TOR,HOU,L (-7),1,22:55,4,4,0,0,0.0,0,0,0.0,0,5,5,0,0,1,1,3,8,6.8,-3
365,Jonas Valanciunas,2017-01-10,24-249,home,TOR,BOS,W (+8),1,27:45,6,18,0,0,0.0,6,6,1.000,11,12,23,0,0,2,3,4,18,15.9,+17
366,Jonas Valanciunas,2017-01-13,24-252,home,TOR,BRK,W (+19),1,24:46,4,9,0,0,0.0,6,6,1.000,3,7,10,1,1,1,0,2,14,15.1,+5
367,Jonas Valanciunas,2017-01-15,24-254,home,TOR,NYK,W (+15),1,27:31,6,11,0,0,0.0,0,0,0.0,5,11,16,1,0,0,2,3,12,11.0,+20
368,Jonas Valanciunas,2017-01-17,24-256,away,TOR,BRK,W (+10),1,29:19,3,7,0,0,0.0,1,2,.500,1,9,10,0,1,0,2,3,7,4.1,+1
369,Jonas Valanciunas,2017-01-18,24-257,away,TOR,PHI,L (-5),1,30:14,5,11,0,0,0.0,0,0,0.0,5,10,15,1,0,0,0,3,10,10.3,+1
370,Jonas Valanciunas,2017-01-20,24-259,away,TOR,CHO,L (-35),1,25:12,5,8,0,0,0.0,1,1,1.000,3,3,6,1,1,1,2,3,11,9.6,-10
371,Jonas Valanciunas,2017-01-22,24-261,home,TOR,PHO,L (-12),1,31:14,6,10,0,0,0.0,4,5,.800,4,8,12,2,1,3,1,3,16,18.5,-1
372,Jonas Valanciunas,2017-01-24,24-263,home,TOR,SAS,L (-2),1,28:57,2,7,0,0,0.0,5,6,.833,3,10,13,2,1,2,4,5,9,7.4,-2
373,Jonas Valanciunas,2017-01-25,24-264,away,TOR,MEM,L (-2),1,25:35,2,3,0,0,0.0,2,2,1.000,2,10,12,1,0,1,3,5,6,5.5,+3
374,Jonas Valanciunas,2017-01-27,24-266,home,TOR,MIL,W (+16),1,24:14,4,10,0,0,0.0,0,0,0.0,1,10,11,1,1,2,2,1,8,7.0,+19
375,Jonas Valanciunas,2017-01-29,24-268,home,TOR,ORL,L (-1),1,27:43,4,6,0,0,0.0,4,5,.800,1,8,9,3,0,0,1,2,12,12.4,+2
376,Jonas Valanciunas,2017-01-31,24-270,home,TOR,NOP,W (+2),1,32:21,9,17,0,0,0.0,2,2,1.000,5,7,12,0,0,0,0,5,20,15.3,+2
377,Jonas Valanciunas,2017-02-01,24-271,away,TOR,BOS,L (-5),1,11:47,1,1,0,0,0.0,1,2,.500,0,3,3,1,0,1,2,4,3,1.0,-10
378,Jonas Valanciunas,2017-02-03,24-273,away,TOR,ORL,L (-8),1,34:40,7,17,0,0,0.0,4,6,.667,2,9,11,1,1,1,0,1,18,14.2,-8
379,Jonas Valanciunas,2017-02-05,24-275,away,TOR,BRK,W (+8),1,25:40,9,17,0,0,0.0,4,4,1.000,0,5,5,0,1,0,2,4,22,12.6,+13
380,Jonas Valanciunas,2017-02-06,24-276,home,TOR,LAC,W (+9),1,31:50,9,13,0,0,0.0,3,4,.750,3,9,12,2,0,1,1,1,21,20.6,+2
381,Jonas Valanciunas,2017-02-08,24-278,away,TOR,MIN,L (-3),1,26:05,7,7,0,0,0.0,2,2,1.000,1,4,5,1,0,0,0,2,16,15.7,+4
382,Jonas Valanciunas,2017-02-12,24-282,home,TOR,DET,L (-1),1,33:59,7,14,0,0,0.0,3,4,.750,2,7,9,0,0,0,1,3,17,10.9,+10
383,Jonas Valanciunas,2017-02-14,24-284,away,TOR,CHI,L (-11),1,21:30,6,11,0,0,0.0,0,0,0.0,5,4,9,0,0,0,1,2,12,9.6,-14
384,Jonas Valanciunas,2017-02-15,24-285,home,TOR,CHO,W (+5),1,20:21,4,6,0,0,0.0,2,2,1.000,1,9,10,1,1,0,2,1,10,10.1,-5
385,Jonas Valanciunas,2017-02-24,24-294,home,TOR,BOS,W (+10),1,17:48,3,4,0,0,0.0,1,3,.333,3,3,6,0,0,1,0,1,7,7.9,+5
386,Jonas Valanciunas,2017-02-26,24-296,home,TOR,POR,W (+6),1,22:12,7,8,0,0,0.0,1,2,.500,2,5,7,1,0,0,1,2,15,13.6,+6
387,Jonas Valanciunas,2017-02-27,24-297,away,TOR,NYK,W (+1),1,18:46,4,4,0,0,0.0,2,2,1.000,1,4,5,0,1,1,3,4,10,7.8,-7
388,Jonas Valanciunas,2017-03-01,24-299,home,TOR,WAS,L (-9),1,21:04,3,12,0,0,0.0,1,1,1.000,7,4,11,1,0,0,1,2,7,4.8,-15
389,Jonas Valanciunas,2017-03-03,24-301,away,TOR,WAS,W (+8),1,12:56,1,2,0,0,0.0,0,0,0.0,1,2,3,0,0,1,2,3,2,-0.2,-19
390,Jonas Valanciunas,2017-03-04,24-302,away,TOR,MIL,L (-7),1,21:11,5,5,0,0,0.0,3,4,.750,0,7,7,1,0,0,2,3,13,10.7,+5
391,Jonas Valanciunas,2017-03-08,24-306,away,TOR,NOP,W (+7),1,33:32,9,13,0,0,0.0,7,11,.636,3,9,12,2,0,1,2,4,25,21.2,+7
