,Name,Dates,FG,FGA,FG3,FG3A,FG3Pct,FreeThrows,Free Throw Attempts,Free Throw Percent,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus Minus
31409,Kelly Olynyk,2013-11-23,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
31410,Kelly Olynyk,2013-11-25,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
31411,Kelly Olynyk,2013-11-27,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
31412,Kelly Olynyk,2013-11-29,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
31413,Kelly Olynyk,2013-11-30,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
31414,Kelly Olynyk,2013-12-03,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
31415,Kelly Olynyk,2013-12-06,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
31416,Kelly Olynyk,2013-12-08,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
31417,Kelly Olynyk,2013-12-10,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
31418,Kelly Olynyk,2013-12-11,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
31419,Kelly Olynyk,2013-12-13,1,1,0,0,0.0,2,2,1.000,1,3,4,0,0,1,3,2,4,2.2,+8
31420,Kelly Olynyk,2013-12-16,2,3,2,2,1.000,3,4,.750,2,2,4,1,0,0,3,5,9,5.0,+2
31421,Kelly Olynyk,2013-12-18,1,3,0,1,.000,0,0,0.0,0,1,1,1,1,0,0,3,2,1.1,-5
31422,Kelly Olynyk,2013-12-21,0,3,0,0,0.0,0,0,0.0,1,0,1,1,0,0,0,1,0,-1.1,+1
31423,Kelly Olynyk,2013-12-22,3,10,0,1,.000,0,0,0.0,3,1,4,4,0,0,1,3,6,3.2,-8
31424,Kelly Olynyk,2013-12-28,0,2,0,1,.000,1,4,.250,3,4,7,1,1,1,3,3,1,-0.1,+3
31425,Kelly Olynyk,2013-12-31,8,11,3,5,.600,2,2,1.000,1,3,4,5,1,2,1,2,21,22.2,+16
31426,Kelly Olynyk,2014-01-02,1,1,1,1,1.000,0,0,0.0,1,0,1,0,0,0,0,1,3,3.0,+5
31427,Kelly Olynyk,2014-01-03,0,1,0,0,0.0,3,4,.750,0,1,1,0,0,0,1,3,3,0.0,-5
31428,Kelly Olynyk,2014-01-05,3,6,1,2,.500,0,0,0.0,3,5,8,1,0,2,1,5,7,6.7,+5
31429,Kelly Olynyk,2014-01-07,2,5,0,1,.000,2,2,1.000,1,1,2,4,1,0,4,6,6,1.7,-14
31430,Kelly Olynyk,2014-01-08,3,5,1,2,.500,0,2,.000,0,4,4,1,0,0,1,4,7,3.2,+10
31431,Kelly Olynyk,2014-01-10,1,4,0,1,.000,2,2,1.000,1,2,3,0,0,2,0,3,4,3.1,+2
31432,Kelly Olynyk,2014-01-11,1,4,0,0,0.0,3,4,.750,2,1,3,1,0,0,0,0,5,4.6,-1
31433,Kelly Olynyk,2014-01-13,2,5,0,0,0.0,0,0,0.0,4,3,7,0,2,0,0,4,4,5.4,-9
31434,Kelly Olynyk,2014-01-15,0,2,0,0,0.0,0,0,0.0,1,1,2,0,0,0,1,1,0,-1.8,-5
31435,Kelly Olynyk,2014-01-17,11,17,1,4,.250,2,2,1.000,2,3,5,7,2,1,1,5,25,24.4,+5
31436,Kelly Olynyk,2014-01-19,3,6,1,1,1.000,2,2,1.000,2,3,5,2,1,0,1,5,9,7.7,-12
31437,Kelly Olynyk,2014-01-21,3,7,0,0,0.0,0,0,0.0,1,0,1,0,1,0,0,3,6,2.8,-7
31438,Kelly Olynyk,2014-01-22,2,6,0,1,.000,0,0,0.0,1,2,3,1,0,0,0,2,4,1.8,-3
31439,Kelly Olynyk,2014-01-24,2,5,0,1,.000,0,0,0.0,2,1,3,1,0,0,2,2,4,0.9,+2
31440,Kelly Olynyk,2014-01-26,1,6,0,1,.000,1,2,.500,3,2,5,0,1,2,1,2,3,2.1,-12
31441,Kelly Olynyk,2014-01-28,3,6,0,1,.000,2,2,1.000,2,5,7,1,0,1,1,4,8,6.7,+4
31442,Kelly Olynyk,2014-01-29,4,8,1,3,.333,0,0,0.0,1,3,4,3,0,2,1,2,9,8.3,+8
31443,Kelly Olynyk,2014-02-02,0,0,0,0,0.0,1,2,.500,0,2,2,0,0,0,0,2,1,0.4,+1
31444,Kelly Olynyk,2014-02-05,0,2,0,1,.000,1,2,.500,1,1,2,1,0,0,2,3,1,-2.3,-4
31445,Kelly Olynyk,2014-02-07,3,5,1,1,1.000,4,4,1.000,4,5,9,5,1,0,2,4,11,13.9,+15
31446,Kelly Olynyk,2014-02-09,2,7,0,2,.000,2,2,1.000,2,4,6,0,0,0,1,5,6,1.5,-7
31447,Kelly Olynyk,2014-02-10,6,11,1,2,.500,1,1,1.000,4,7,11,3,0,0,3,2,14,11.9,+13
31448,Kelly Olynyk,2014-02-12,6,11,0,3,.000,3,5,.600,1,9,10,2,0,1,1,2,15,12.6,0
31449,Kelly Olynyk,2014-02-19,3,10,1,3,.333,0,0,0.0,3,3,6,3,1,1,1,5,7,5.0,0
31450,Kelly Olynyk,2014-02-21,2,8,0,2,.000,0,0,0.0,3,2,5,2,2,0,0,3,4,4.1,-8
31451,Kelly Olynyk,2014-02-22,1,4,1,2,.500,1,2,.500,2,4,6,2,0,0,1,3,4,3.0,0
31452,Kelly Olynyk,2014-02-24,8,13,1,2,.500,4,4,1.000,4,4,8,4,1,0,0,3,21,21.7,+5
31453,Kelly Olynyk,2014-02-26,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
31454,Kelly Olynyk,2014-03-01,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
31455,Kelly Olynyk,2014-03-05,6,12,3,6,.500,4,4,1.000,2,3,5,3,0,1,2,4,19,14.5,+2
31456,Kelly Olynyk,2014-03-07,4,7,1,1,1.000,4,4,1.000,3,4,7,0,0,0,6,6,13,4.6,-2
31457,Kelly Olynyk,2014-03-09,7,10,1,1,1.000,3,6,.500,3,3,6,2,0,0,1,5,18,14.0,+2
31458,Kelly Olynyk,2014-03-11,1,9,0,1,.000,1,2,.500,5,2,7,0,1,1,1,4,3,-0.1,+5
31459,Kelly Olynyk,2014-03-12,2,5,0,1,.000,0,0,0.0,4,2,6,1,0,0,1,2,4,3.6,-17
31460,Kelly Olynyk,2014-03-14,4,8,0,2,.000,0,0,0.0,5,5,10,0,2,1,2,4,8,8.1,+8
31461,Kelly Olynyk,2014-03-16,4,5,1,1,1.000,0,0,0.0,0,1,1,1,2,1,2,3,9,7.6,-1
31462,Kelly Olynyk,2014-03-17,6,11,1,4,.250,3,3,1.000,3,6,9,1,1,0,1,2,16,14.5,+15
31463,Kelly Olynyk,2014-03-19,4,6,1,1,1.000,1,1,1.000,0,5,5,1,0,0,1,2,10,7.8,0
31464,Kelly Olynyk,2014-03-21,1,5,0,1,.000,2,2,1.000,1,3,4,0,0,0,1,6,4,-0.9,-6
31465,Kelly Olynyk,2014-03-26,3,7,1,1,1.000,0,0,0.0,2,3,5,1,3,0,2,1,7,6.9,+10
31466,Kelly Olynyk,2014-03-28,4,6,0,0,0.0,2,2,1.000,0,2,2,0,1,0,1,3,10,6.8,+7
31467,Kelly Olynyk,2014-03-30,3,4,1,2,.500,0,0,0.0,2,1,3,1,0,0,2,2,7,5.0,-1
31468,Kelly Olynyk,2014-03-31,3,6,1,2,.500,0,0,0.0,4,3,7,0,0,0,4,2,7,2.9,+10
31469,Kelly Olynyk,2014-04-02,5,10,0,3,.000,4,6,.667,3,1,4,1,1,0,2,5,14,8.3,+8
31470,Kelly Olynyk,2014-04-04,6,10,2,3,.667,0,0,0.0,2,4,6,3,0,1,1,2,14,13.0,+3
31471,Kelly Olynyk,2014-04-05,4,6,0,1,.000,3,4,.750,2,7,9,2,0,2,0,3,11,13.1,-4
31472,Kelly Olynyk,2014-04-09,2,5,1,1,1.000,0,0,0.0,3,6,9,1,0,0,1,3,5,4.7,+1
31473,Kelly Olynyk,2014-04-11,4,6,2,3,.667,2,2,1.000,0,2,2,0,0,0,2,2,12,7.2,-4
31474,Kelly Olynyk,2014-04-12,11,23,2,5,.400,1,1,1.000,0,12,12,3,0,0,4,6,25,12.6,+10
31475,Kelly Olynyk,2014-04-14,10,19,2,3,.667,6,7,.857,3,6,9,3,0,0,2,4,28,20.7,-12
31476,Kelly Olynyk,2014-04-16,10,16,0,2,.000,4,5,.800,2,5,7,5,1,0,1,5,24,20.8,+5
31477,Kelly Olynyk,2014-10-29,8,14,1,2,.500,2,2,1.000,4,2,6,2,1,0,1,4,19,15.6,+5
31478,Kelly Olynyk,2014-11-01,3,6,0,2,.000,2,2,1.000,1,4,5,0,3,1,1,4,8,8.0,-6
31479,Kelly Olynyk,2014-11-03,2,4,1,3,.333,0,0,0.0,2,2,4,2,1,0,3,5,5,2.4,+13
31480,Kelly Olynyk,2014-11-05,7,11,2,2,1.000,2,2,1.000,4,9,13,2,0,0,2,5,18,16.0,+8
31481,Kelly Olynyk,2014-11-07,5,7,2,2,1.000,0,0,0.0,2,3,5,2,1,0,2,2,12,11.0,-2
31482,Kelly Olynyk,2014-11-08,6,9,2,4,.500,4,6,.667,2,9,11,1,0,1,4,3,18,13.6,0
31483,Kelly Olynyk,2014-11-12,6,10,1,3,.333,1,2,.500,1,1,2,4,1,2,1,4,14,12.6,-13
31484,Kelly Olynyk,2014-11-14,8,13,2,5,.400,3,4,.750,2,4,6,1,2,1,1,4,21,18.1,+9
31485,Kelly Olynyk,2014-11-17,0,2,0,0,0.0,0,0,0.0,0,4,4,0,0,0,3,4,0,-4.8,-15
31486,Kelly Olynyk,2014-11-19,4,9,0,2,.000,1,2,.500,0,3,3,4,1,0,3,5,9,3.6,-5
31487,Kelly Olynyk,2014-11-21,6,12,3,5,.600,3,4,.750,1,5,6,1,1,1,1,4,18,13.6,+2
31488,Kelly Olynyk,2014-11-23,0,3,0,1,.000,0,0,0.0,2,6,8,1,2,0,3,3,0,-0.4,-15
31489,Kelly Olynyk,2014-11-28,1,8,0,2,.000,2,2,1.000,2,1,3,1,0,0,1,5,4,-1.8,-1
31490,Kelly Olynyk,2014-11-30,1,6,1,2,.500,0,0,0.0,0,3,3,2,0,1,2,4,3,-1.4,-3
31491,Kelly Olynyk,2014-12-02,1,4,0,1,.000,2,2,1.000,0,4,4,7,3,1,1,4,4,8.8,-9
31492,Kelly Olynyk,2014-12-03,8,13,2,4,.500,2,5,.400,0,7,7,4,2,3,2,5,20,17.9,+19
31493,Kelly Olynyk,2014-12-05,2,6,1,3,.333,1,2,.500,0,4,4,1,0,1,1,3,6,2.6,-8
31494,Kelly Olynyk,2014-12-07,0,1,0,0,0.0,0,0,0.0,1,0,1,1,1,0,1,4,0,-0.9,+3
31495,Kelly Olynyk,2014-12-08,6,12,1,3,.333,6,6,1.000,7,4,11,3,4,1,1,6,19,22.5,+20
31496,Kelly Olynyk,2014-12-10,4,7,0,1,.000,0,2,.000,1,3,4,2,1,0,3,3,8,3.7,+3
31497,Kelly Olynyk,2014-12-12,4,10,1,4,.250,2,4,.500,1,3,4,2,1,1,2,2,11,6.7,+3
31498,Kelly Olynyk,2014-12-15,12,17,3,5,.600,3,3,1.000,4,5,9,1,3,2,4,3,30,27.1,+29
31499,Kelly Olynyk,2014-12-17,6,8,2,4,.500,1,3,.333,1,5,6,1,1,2,1,1,15,14.9,+21
31500,Kelly Olynyk,2014-12-19,8,13,2,4,.500,3,6,.500,2,6,8,3,0,1,0,5,21,17.9,+6
31501,Kelly Olynyk,2014-12-21,5,13,0,3,.000,3,4,.750,0,3,3,4,0,1,1,5,13,6.9,-4
31502,Kelly Olynyk,2014-12-23,5,12,1,3,.333,3,4,.750,1,7,8,1,1,0,0,3,14,10.5,-1
31503,Kelly Olynyk,2014-12-26,5,8,0,2,.000,1,2,.500,0,3,3,1,0,2,1,3,11,7.8,+4
31504,Kelly Olynyk,2014-12-27,6,11,0,2,.000,3,4,.750,3,5,8,2,0,0,2,1,15,11.9,+5
31505,Kelly Olynyk,2014-12-31,6,10,1,2,.500,2,2,1.000,0,4,4,3,1,1,1,2,15,13.6,+15
31506,Kelly Olynyk,2015-01-02,1,4,0,1,.000,0,2,.000,2,2,4,1,0,0,3,2,2,-2.3,-19
31507,Kelly Olynyk,2015-01-03,0,2,0,2,.000,0,0,0.0,0,2,2,2,0,1,0,4,0,-0.3,-4
31508,Kelly Olynyk,2015-01-05,2,6,0,2,.000,1,1,1.000,0,3,3,0,1,0,0,3,5,2.3,+7
31509,Kelly Olynyk,2015-01-07,3,8,0,2,.000,0,0,0.0,0,2,2,0,1,0,1,5,6,0.2,+8
31510,Kelly Olynyk,2015-01-09,5,10,1,4,.250,2,2,1.000,2,4,6,1,1,0,1,4,13,9.7,+8
31511,Kelly Olynyk,2015-01-10,8,11,2,4,.500,5,6,.833,1,4,5,2,2,1,4,2,23,19.3,-7
31512,Kelly Olynyk,2015-01-12,1,3,0,0,0.0,0,0,0.0,2,2,4,1,1,1,2,5,2,0.7,+11
31513,Kelly Olynyk,2015-01-14,5,10,2,3,.667,0,0,0.0,5,3,8,1,0,0,3,3,12,7.9,-1
31514,Kelly Olynyk,2015-01-16,7,14,0,1,.000,0,0,0.0,4,5,9,0,0,1,1,4,14,9.4,-7
31515,Kelly Olynyk,2015-01-19,5,11,1,4,.250,0,2,.000,1,6,7,2,3,0,2,3,11,8.2,+11
31516,Kelly Olynyk,2015-01-22,2,6,1,3,.333,0,0,0.0,1,2,3,0,0,2,4,4,5,-1.3,-5
31517,Kelly Olynyk,2015-01-23,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
31518,Kelly Olynyk,2015-01-25,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
31519,Kelly Olynyk,2015-01-26,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
31520,Kelly Olynyk,2015-01-28,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
31521,Kelly Olynyk,2015-01-30,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
31522,Kelly Olynyk,2015-02-01,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
31523,Kelly Olynyk,2015-02-03,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
31524,Kelly Olynyk,2015-02-04,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
31525,Kelly Olynyk,2015-02-06,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
31526,Kelly Olynyk,2015-02-07,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
31527,Kelly Olynyk,2015-02-11,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
31528,Kelly Olynyk,2015-02-20,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
31529,Kelly Olynyk,2015-02-22,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
31530,Kelly Olynyk,2015-02-23,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
31531,Kelly Olynyk,2015-02-25,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
31532,Kelly Olynyk,2015-02-27,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
31533,Kelly Olynyk,2015-03-01,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
31534,Kelly Olynyk,2015-03-03,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
31535,Kelly Olynyk,2015-03-04,0,3,0,0,0.0,0,0,0.0,1,0,1,1,0,0,0,2,0,-1.5,+1
31536,Kelly Olynyk,2015-03-06,1,9,0,3,.000,6,8,.750,2,1,3,3,0,1,0,3,8,4.6,+5
31537,Kelly Olynyk,2015-03-08,1,5,0,1,.000,0,0,0.0,1,1,2,1,0,0,0,0,2,0.6,-3
31538,Kelly Olynyk,2015-03-09,4,9,1,4,.250,1,2,.500,0,2,2,2,1,0,0,1,10,7.5,+5
31539,Kelly Olynyk,2015-03-11,6,12,2,6,.333,1,2,.500,3,3,6,3,3,0,5,4,15,10.1,+10
31540,Kelly Olynyk,2015-03-13,5,8,3,5,.600,0,2,.000,1,4,5,0,1,0,2,3,13,8.3,+15
31541,Kelly Olynyk,2015-03-14,1,6,0,4,.000,0,0,0.0,1,4,5,5,0,1,2,4,2,0.7,+9
31542,Kelly Olynyk,2015-03-16,0,6,0,2,.000,1,2,.500,1,2,3,1,1,0,0,3,1,-1.8,+9
31543,Kelly Olynyk,2015-03-18,7,13,3,6,.500,3,8,.375,1,2,3,2,2,2,3,3,20,13.6,-1
31544,Kelly Olynyk,2015-03-20,0,6,0,1,.000,0,0,0.0,0,0,0,2,2,0,0,1,0,-1.2,-4
31545,Kelly Olynyk,2015-03-22,1,9,0,3,.000,2,2,1.000,2,7,9,5,0,2,2,2,4,3.7,+13
31546,Kelly Olynyk,2015-03-23,7,12,3,5,.600,1,2,.500,3,2,5,2,1,1,1,4,18,15.2,+13
31547,Kelly Olynyk,2015-03-25,1,3,0,1,.000,2,2,1.000,0,1,1,0,1,0,0,2,4,2.8,-2
31548,Kelly Olynyk,2015-03-27,2,5,0,2,.000,3,4,.750,2,2,4,1,0,1,2,4,7,3.7,+11
31549,Kelly Olynyk,2015-03-29,6,11,1,3,.333,1,2,.500,2,3,5,2,1,0,1,3,14,10.8,+9
31550,Kelly Olynyk,2015-03-30,5,10,1,4,.250,0,0,0.0,1,2,3,1,1,0,1,4,11,6.4,+3
31551,Kelly Olynyk,2015-04-01,7,10,3,4,.750,2,2,1.000,0,2,2,2,1,1,0,5,19,16.5,+11
31552,Kelly Olynyk,2015-04-03,2,7,1,3,.333,0,0,0.0,1,3,4,1,3,0,2,1,5,3.8,+5
31553,Kelly Olynyk,2015-04-04,5,10,2,5,.400,4,4,1.000,1,1,2,0,2,1,3,3,16,10.5,+4
31554,Kelly Olynyk,2015-04-08,5,9,0,1,.000,2,2,1.000,2,2,4,2,2,0,0,5,12,11.1,+5
31555,Kelly Olynyk,2015-04-10,1,4,0,2,.000,0,0,0.0,1,1,2,1,0,0,2,2,2,-1.5,-5
31556,Kelly Olynyk,2015-04-12,4,5,0,1,.000,2,2,1.000,3,4,7,1,1,0,1,2,10,11.3,+28
31557,Kelly Olynyk,2015-04-14,1,4,1,2,.500,0,0,0.0,1,3,4,0,0,0,0,4,3,0.6,-8
31558,Kelly Olynyk,2015-04-15,5,8,4,5,.800,2,2,1.000,0,5,5,2,1,0,1,3,16,14.1,+8
31559,Kelly Olynyk,2015-10-28,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp,dnp
31560,Kelly Olynyk,2015-10-30,4,10,1,5,.200,2,3,.667,1,1,2,0,2,0,0,0,11,8.2,+1
31561,Kelly Olynyk,2015-11-01,0,3,0,3,.000,0,0,0.0,1,6,7,1,1,1,2,0,0,0.8,+6
31562,Kelly Olynyk,2015-11-04,0,5,0,2,.000,0,0,0.0,1,1,2,0,0,2,1,1,0,-2.5,-3
31563,Kelly Olynyk,2015-11-06,7,11,3,5,.600,2,3,.667,2,5,7,4,4,1,3,0,19,21.1,+29
31564,Kelly Olynyk,2015-11-10,5,8,0,1,.000,1,1,1.000,1,0,1,2,0,0,2,3,11,6.3,+24
31565,Kelly Olynyk,2015-11-11,1,5,0,2,.000,2,2,1.000,0,0,0,1,1,0,2,2,4,-0.2,-3
31566,Kelly Olynyk,2015-11-13,6,13,3,6,.500,0,0,0.0,1,2,3,1,0,2,0,1,15,11.3,-2
31567,Kelly Olynyk,2015-11-15,3,5,1,1,1.000,0,0,0.0,2,5,7,1,3,1,2,6,7,7.6,+11
31568,Kelly Olynyk,2015-11-16,3,11,1,6,.167,1,2,.500,3,3,6,2,1,1,3,2,8,3.4,-4
31569,Kelly Olynyk,2015-11-18,2,6,1,2,.500,0,0,0.0,1,2,3,0,1,1,0,6,5,2.2,+13
31570,Kelly Olynyk,2015-11-20,2,5,0,2,.000,0,0,0.0,2,8,10,5,0,0,3,6,4,3.2,+5
31571,Kelly Olynyk,2015-11-22,2,6,2,3,.667,2,2,1.000,1,1,2,1,1,0,0,3,8,6.1,-1
31572,Kelly Olynyk,2015-11-24,1,3,0,1,.000,0,0,0.0,0,2,2,0,2,0,1,2,2,1.1,-12
31573,Kelly Olynyk,2015-11-25,0,5,0,1,.000,3,4,.750,2,1,3,1,0,1,0,0,3,2.2,-8
31574,Kelly Olynyk,2015-11-27,4,7,4,5,.800,0,0,0.0,1,3,4,2,2,1,0,1,12,14.0,+17
31575,Kelly Olynyk,2015-11-29,1,5,1,3,.333,0,0,0.0,1,3,4,0,0,0,0,1,3,1.1,-13
31576,Kelly Olynyk,2015-11-30,1,4,0,2,.000,2,2,1.000,0,2,2,2,1,0,2,1,4,2.2,-14
31577,Kelly Olynyk,2015-12-03,9,12,3,5,.600,0,0,0.0,1,3,4,4,1,0,3,3,21,17.4,+6
31578,Kelly Olynyk,2015-12-05,3,6,0,1,.000,0,2,.000,0,2,2,1,0,1,1,5,6,1.2,-12
31579,Kelly Olynyk,2015-12-07,8,13,2,5,.400,3,3,1.000,1,2,3,3,2,2,2,2,21,19.1,-3
31580,Kelly Olynyk,2015-12-09,5,11,2,5,.400,3,4,.750,1,3,4,2,1,1,1,5,15,10.6,+14
31581,Kelly Olynyk,2015-12-11,11,21,3,6,.500,3,4,.750,1,5,6,3,3,1,0,3,28,24.1,-2
31582,Kelly Olynyk,2015-12-12,4,13,0,1,.000,0,0,0.0,0,4,4,0,0,0,1,1,8,0.3,-3
31583,Kelly Olynyk,2015-12-15,2,7,1,3,.333,0,0,0.0,1,1,2,0,1,0,0,0,5,2.9,-6
31584,Kelly Olynyk,2015-12-16,0,2,0,2,.000,0,0,0.0,0,2,2,2,0,1,0,1,0,0.9,-4
31585,Kelly Olynyk,2015-12-18,3,5,1,1,1.000,1,2,.500,0,2,2,1,0,0,4,4,8,1.0,0
31586,Kelly Olynyk,2015-12-21,7,10,3,3,1.000,2,4,.500,2,3,5,1,0,1,1,3,19,15.5,+5
31587,Kelly Olynyk,2015-12-23,7,10,1,3,.333,5,6,.833,1,8,9,3,2,0,3,4,20,18.0,+17
31588,Kelly Olynyk,2015-12-26,4,8,1,3,.333,0,2,.000,1,6,7,1,0,0,0,3,9,6.2,-7
31589,Kelly Olynyk,2015-12-27,4,9,1,2,.500,2,4,.500,1,8,9,2,2,1,1,5,11,9.7,+10
31590,Kelly Olynyk,2015-12-30,2,5,1,1,1.000,0,0,0.0,1,2,3,3,1,1,0,4,5,5.8,+5
31591,Kelly Olynyk,2016-01-02,3,5,1,3,.333,0,0,0.0,0,4,4,0,0,0,2,1,7,3.5,-2
31592,Kelly Olynyk,2016-01-04,4,11,1,4,.250,0,1,.000,1,3,4,2,0,1,1,2,9,4.4,+11
31593,Kelly Olynyk,2016-01-06,4,11,2,4,.500,0,2,.000,3,2,5,4,0,0,1,5,10,5.6,+4
31594,Kelly Olynyk,2016-01-07,6,14,2,5,.400,2,2,1.000,2,7,9,2,0,0,0,1,16,13.1,-19
31595,Kelly Olynyk,2016-01-10,3,8,0,1,.000,0,0,0.0,1,5,6,1,2,3,2,3,6,5.4,+3
31596,Kelly Olynyk,2016-01-12,2,5,1,2,.500,0,0,0.0,0,4,4,2,0,0,1,3,5,2.7,-1
31597,Kelly Olynyk,2016-01-13,4,6,2,3,.667,1,2,.500,2,2,4,0,0,0,3,1,11,6.6,-12
31598,Kelly Olynyk,2016-01-15,8,16,4,6,.667,1,2,.500,3,6,9,1,3,1,2,2,21,18.1,+9
31599,Kelly Olynyk,2016-01-16,4,9,1,4,.250,2,2,1.000,1,2,3,1,0,1,0,0,11,9.0,+7
31600,Kelly Olynyk,2016-01-18,6,11,5,6,.833,0,0,0.0,2,3,5,0,1,2,2,4,17,12.8,+27
31601,Kelly Olynyk,2016-01-20,7,10,3,5,.600,1,1,1.000,1,3,4,4,1,0,0,2,18,18.4,+11
31602,Kelly Olynyk,2016-01-22,5,11,1,1,1.000,1,1,1.000,3,6,9,2,0,1,1,5,12,9.3,+12
31603,Kelly Olynyk,2016-01-24,2,5,0,1,.000,1,2,.500,0,0,0,1,1,0,2,5,5,-0.4,+5
31604,Kelly Olynyk,2016-01-25,3,8,2,3,.667,5,6,.833,1,3,4,2,1,0,2,2,13,9.4,+22
31605,Kelly Olynyk,2016-01-27,6,14,2,3,.667,3,3,1.000,1,6,7,3,0,0,0,3,17,13.0,+12
31606,Kelly Olynyk,2016-01-29,7,12,1,2,.500,1,2,.500,1,3,4,3,0,1,1,2,16,12.6,+29
31607,Kelly Olynyk,2016-01-31,3,9,0,5,.000,3,4,.750,1,2,3,3,0,0,1,0,9,5.9,+5
31608,Kelly Olynyk,2016-02-02,5,8,1,3,.333,2,2,1.000,2,3,5,1,0,1,1,3,13,10.9,+7
31609,Kelly Olynyk,2016-02-03,3,10,0,4,.000,0,0,0.0,1,6,7,1,0,0,0,3,6,2.2,+7
